Cód. UO;Categoria;Descrição categ.;Nome UO;Sigla UO;Data criação;Endereço;Compl. Endereço;Bairro;CEP;Cód. Município;Nome município;UF;DDD;Telefone;Ramal;Fax;e-mail;Porte;CNPJ;Unidade ativa;Situação Unidade;Descrição situação unidade;Horário início atend.;Horário fim atend.
12021080;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL TUCURUÍ              ;APSTUC;04/04/2013;AV. SETE DE SETEMBRO S/N              ;;ESPERANCA    ;68459050       ;12081;TUCURUI            ;PA;94;37871038;;;aps12001200@inss.gov.br;C;;1;1;EM FUNCIONAMENTO;700;1700
12022020;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ALTAMIRA             ;APSALT;04/04/2013;AV BRIGADEIRO EDUARDO GOMES           ;2614                ;ESPLANADA DO ;68372005       ;12006;ALTAMIRA           ;PA;93;35153180;;35153180;aps12001020@inss.gov.br;C;;1;1;EM FUNCIONAMENTO;700;1700
12022050;22;aps móve;AGÊNCIA DA PREVIDÊNCIA SOCIAL MÓVEL FLUTUANTE SANTA;APSMFS;04/04/2013;R FLORIANO PEIXOTO Nº 383             ;;CENTRO       ;68005060       ;12068;SANTAREM           ;PA;93;35232221;;;apsmf12022050@inss.gov.;D;;1;1;EM FUNCIONAMENTO;800;1500
13001030;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ITABAIANA            ;APSITA;29/09/2000;PRAÇA JOAQUIM MANOEL DE ARAÚJO, 65    ;;CENTRO       ;58360000       ;13070;ITABAIANA          ;PB;83;32811310;;32811312;aps13001030@inss.gov.br;C;29979036017116;1;1;EM FUNCIONAMENTO;700;1500
13001060;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL JOÃO PESSOA-CIDADÃ   ;APSPCI;08/10/2003;AV. D. PEDRO I, 215                   ;;CENTRO       ;58013020       ;13076;JOAO PESSOA        ;PB;83;32412293;;;aps13001060@inss.gov.br;D;29979036016063;1;1;EM FUNCIONAMENTO;700;1700
13001090;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL RIO TINTO            ;APSRIO;29/09/2000;RUA DA AURORA, S/N                    ;;CENTRO       ;58297000       ;13130;RIO TINTO          ;PB;83;32912253;;;aps13001090@inss.gov.br;C;29979036016497;1;1;EM FUNCIONAMENTO;700;1700
13001120;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CUITÉ                ;APSCUI;22/10/2001;RUA PETRÔNIO FIGUEREDO, S/N           ;;CENTRO       ;58175000       ;13052;CUITE              ;PB;83;33722383;;32722282;aps13001120@inss.gov.br;C;29979036123498;1;1;EM FUNCIONAMENTO;700;1300
13001160;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SAPÉ                 ;APSSAP;08/10/2003;PRAÇA DR. JOÃO URSULO,124 - CENTRO    ;;CENTRO       ;58340000       ;13154;SAPE               ;PB;83;32832201;;32832751;aps13001160@inss.gov.br;D;29979036075078;1;1;EM FUNCIONAMENTO;700;1700
13001190;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL BANANEIRAS           ;APSBNN;14/10/2011;RUA ANTONIO COUTINHO, 44              ;BANANEIRAS -PB      ;CENTRO       ;58220000       ;13016;BANANEIRAS         ;PB;83;33671219;;;aps13001190@inss.gov.br;D;29979036138681;1;1;EM FUNCIONAMENTO;730;1330
13001220;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL AREIA                ;APSARE;04/06/2013;R. AURELIO DE FIGUEIREDO              ;S/N                 ;CENTRO       ;58397000       ;13011;AREIA              ;PB;;;;;aps13001220@inss.gov.br;D;29979036157635;1;1;EM FUNCIONAMENTO;730;1530
13021030;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CAMPINA GRANDE - DINA;APSCGD;29/09/2000;AV. DINAMÉRICA ALVES CORREIA, S/N     ;;SANTA ROSA   ;58416680       ;13041;CAMPINA GRANDE     ;PB;83;33411744;;33411026;aps13021030@inss.gov.br;A;29979036015687;1;1;EM FUNCIONAMENTO;700;1700
13021080;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ITAPORANGA           ;APSITA;29/09/2000;RUA IRINEU RODRIGUES DA SILVA, 116    ;;CENTRO       ;58780000       ;13071;ITAPORANGA         ;PB;83;34512343;;34512552;aps13021080@inss.gov.br;C;29979036017205;1;1;EM FUNCIONAMENTO;700;1700
13021110;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SOUSA                ;APSSOU;29/09/2000;RUA DR. JOSÉ MARIZ, 22                ;;CENTRO       ;58800380       ;13163;SOUSA              ;PB;83;35221280;;35221182;aps13021110@inss.gov.br;C;29979036016659;1;1;EM FUNCIONAMENTO;700;1700
13021140;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL MONTEIRO             ;APSMTR;08/10/2003;AV. RAFAEL SEBASTIÃO, 53              ;;CENTRO       ;58500000       ;13098;MONTEIRO           ;PB;83;33512701;;33512385;aps13021140@inss.gov.br;D;29979036053694;1;1;EM FUNCIONAMENTO;700;1700
13021180;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SERRA BRANCA         ;APSSRB;08/10/2003;RUA DEP. ÀLVARO GAUDÊNCIO, 50         ;;CENTRO       ;58580000       ;13156;SERRA BRANCA       ;PB;83;33542292;;33542456;aps13021180@inss.gov.br;D;29979036097551;1;1;EM FUNCIONAMENTO;700;1300
13021210;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL QUEIMADAS            ;APSQUE;02/07/2012;RUA ODILON ALMEIDA BARRETO, SN        ;;CENTRO       ;58475000       ;13126;QUEIMADAS          ;PB;83;33415920;;33415921;aps13021210@inss.gov.br;D;29979036148482;1;1;EM FUNCIONAMENTO;700;1300
14001030;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ATENDIMENTO ACORDOS I;APSAIC;29/09/2000;R JOAO NEGRAO , 11 - 6º ANDAR         ; 6º ANDAR           ;CENTRO       ;80010200       ;14068;CURITIBA           ;PR;41;36169539;;;apsai14001030@inss.gov.;C;29979036115711;1;1;EM FUNCIONAMENTO;800;1700
14001080;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PARANAGUÁ            ;APSPAR;29/09/2000;PRAÇA JOÃO GUALBERTO, 267             ;;JOAO GUALBERT;83203545       ;14173;PARANAGUA          ;PR;41;34233242;;34223747;aps14001080@inss.gov.br;B;29979036018279;1;1;EM FUNCIONAMENTO;700;1700
14001110;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL COLOMBO              ;APSCOL;29/09/2000;RUA ZACARIAS DE PAULA XAVIER, 124     ;;CENTRO       ;83414160       ;14057;COLOMBO            ;PR;41;36566023;;36565788;aps14001110@inss.gov.br;C;29979036115207;1;1;EM FUNCIONAMENTO;700;1700
14001140;27;aadj    ;AGÊNCIA DA PREVIDÊNCIA SOCIAL ATENDIMENTO DEMANDAS ;APSDJC;17/08/2006;RUA JOÃO NEGRÃO, 11 - 8º NDAR         ;;CENTRO       ;80010200       ;14068;CURITIBA           ;PR;41;36169408;;;apsdj14001140@inss.gov.;C;;1;1;EM FUNCIONAMENTO;700;1700
14001170;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL LAPA                 ;APSLPA;14/12/2010;AV.JUSCELINO KUBISCHEK DE OLIVEIRA ,47;;CENTRO       ;83750000       ;14129;LAPA               ;PR;41;36228902;;;aps14001170@inss.gov.br;D;29979036133965;1;1;EM FUNCIONAMENTO;800;1400
14021020;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CASCAVEL             ;APSCAS;29/09/2000;RUA SÃO PAULO, 603                    ;;CENTRO       ;85801020       ;14047;CASCAVEL           ;PR;45;40097246;;32233562;aps14021020@inss.gov.br;A;29979036077950;1;1;EM FUNCIONAMENTO;700;1700
14021050;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL MEDIANEIRA           ;APSMED;29/09/2000;RUA ARGENTINA,,1577                   ;;CENTRO       ;85884000       ;14151;MEDIANEIRA         ;PR;45;32641210;;32644252;aps14021050@inss.gov.br;C;29979036095770;1;1;EM FUNCIONAMENTO;800;1400
14021080;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL TOLEDO               ;APSTOL;29/09/2000;R RUI BARBOSA, 2989                   ;;CENTRO       ;85905060       ;14264;TOLEDO             ;PR;45;33782827;;33782477;aps14021080@inss.gov.br;B;29979036044431;1;1;EM FUNCIONAMENTO;700;1700
14021110;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL MARECHAL CÂNDIDO ROND;APSMAR;08/10/2003;AV. RIO GRANDE DO SUL, 270            ;;CENTRO       ;85960000       ;14142;MARECHAL CANDIDO RO;PR;45;32843033;;32843049;aps14021110@inss.gov.br;D;29979036073610;1;1;EM FUNCIONAMENTO;800;1400
14021150;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL DOIS VIZINHOS        ;APSDVI;20/05/2008;RUA PARANÁ, 1147                      ;;CENTRO       ;85660000       ;14071;DOIS VIZINHOS      ;PR;46;35366997;;;aps14021150@inss.gov.br;D;29979036117765;1;1;EM FUNCIONAMENTO;800;1400
14021180;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CORONEL VIVIDA       ;APSCRV;30/03/2012;RUA ANGELO PERUZZO, 37                ;;CENTRO       ;85550000       ;14064;CORONEL VIVIDA     ;PR;46;32323819;;32323365;aps14021180@inss.gov.br;D;29979036144908;1;1;EM FUNCIONAMENTO;800;1400
14022020;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ARAPONGAS            ;APSAPG;29/09/2000;RUA HARPIA ESQUINA RUA FLAMINGO, S/N  ;;CENTRO       ;86700275       ;14014;ARAPONGAS          ;PR;43;32522130;;32520141;aps14022020@inss.gov.br;C;29979036048690;1;1;EM FUNCIONAMENTO;700;1700
14022050;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL JACAREZINHO          ;APSJAC;29/09/2000;RUA DON FERNANDO TADDEY, 1288         ;;CENTRO       ;86400000       ;14115;JACAREZINHO        ;PR;43;35271911;;35251642;aps14022050@inss.gov.br;B;29979036018198;1;1;EM FUNCIONAMENTO;800;1800
14022080;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL ROLÂNDIA             ;APSROL;29/09/2000;AV EXPEDICIONARIOS, 159               ;;CENTRO       ;86600000       ;14213;ROLANDIA           ;PR;43;32563589;;32552064;aps14022080@inss.gov.br;C;29979036046566;1;1;EM FUNCIONAMENTO;800;1400
14022120;27;aadj    ;AGÊNCIA DA PREVIDÊNCIA SOCIAL ATENDIMENTO DEMANDAS ;APSDJL;17/08/2006;AV DUQUE DE CAXIAS, 1135              ;TERREO              ;IGAPO        ;86015000       ;14134;LONDRINA           ;PR;43;40093104;;40093121;apsdj14022120@inss.gov.;C;;1;1;EM FUNCIONAMENTO;800;1700
14022150;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL MANDAGUARI           ;APSMDG;12/09/2011;AV MARCOS DIAS 315                    ;;;86975000       ;14139;MANDAGUARI         ;PR;44;32332661;;;aps14022150@inss.gov.br;D;29979036136123;1;1;EM FUNCIONAMENTO;700;1700
14023020;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CIANORTE             ;APSCIA;29/09/2000;AV. GOIÁS, 17                         ;;ZONA 01      ;87200149       ;14053;CIANORTE           ;PR;44;36292109;;36291315;aps14023020@inss.gov.br;C;29979036048500;1;1;EM FUNCIONAMENTO;800;1800
14023050;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL MARINGÁ              ;APSMAR;29/09/2000;AV. XV DE NOVEMBRO, 491               ;;ZONA 01      ;87013230       ;14146;MARINGA            ;PR;44;33553600;;33553699;aps14023050@inss.gov.br;A;29979036084220;1;1;EM FUNCIONAMENTO;700;1700
14023080;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL COLORADO             ;APSCOL;07/02/2002;RUA ADINAEL MOREIRA, 11.              ;;;86690000       ;14058;COLORADO           ;PR;44;33232388;;;aps14023080@inss.gov.br;D;29979036084140;1;1;EM FUNCIONAMENTO;800;1400
14023120;27;aadj    ;AGÊNCIA DA PREVIDÊNCIA SOCIAL ATENDIMENTO DEMANDAS ;APSDJM;12/09/2011;AV QUINZE DE NOVEMBRO                 ;491                 ;ZONA 01      ;87013230       ;14146;MARINGA            ;PR;44;33553613;;;apsdj14023120@inss.gov.;D;;1;1;EM FUNCIONAMENTO;800;1800
14024030;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL JAGUARIAIVA          ;APSJAG;29/09/2000;AV. ANTÔNIO CUNHA, 507                ;;CENTRO       ;84200000       ;14117;JAGUARIAIVA        ;PR;43;35351990;;35351664;aps14024030@inss.gov.br;C;29979036017701;1;1;EM FUNCIONAMENTO;700;1700
14024060;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL TELÊMACO BORBA       ;APSTEL;29/09/2000;R LEOPOLDO VOIGT                      ;106                 ;CENTRO       ;84261160       ;14258;TELEMACO BORBA     ;PR;42;32722228;;32721933;aps14024060@inss.gov.br;B;29979036017620;1;1;EM FUNCIONAMENTO;800;1400
14024090;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL IBAITI               ;APSIBA;10/06/1999;RUA RUI BARBOSA                       ;379                 ;CENTRO       ;84900000       ;14095;IBAITI             ;PR;43;35462404;;35462126;aps14024090@inss.gov.br;D;29979036046213;1;1;EM FUNCIONAMENTO;800;1400
14024130;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL IMBITUVA             ;APSIMV;12/09/2011;RUA SANTO ANTONIO 839                 ;LOTE 302 QUADRA 99  ;CENTRO       ;84430000       ;14099;IMBITUVA           ;PR;42;34364220;;;aps14024130@inss.gov.br;D;29979036135909;1;1;EM FUNCIONAMENTO;800;1400
15001010;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL GOIANA               ;APSGNA;29/09/2000;TRAVESSA DA MATRIZ, 64                ;;CENTRO       ;55900000       ;15062;GOIANA             ;PE;81;36260018;;36260636;aps15001010@inss.gov.br;C;29979036019593;1;1;EM FUNCIONAMENTO;700;1700
15001040;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PAULISTA             ;APSPAU;29/09/2000;PC AGAMENON MAGALHAES, Nº 35          ;;CENTRO       ;53401441       ;15107;PAULISTA           ;PE;81;34330127;;34386052;aps15001040@inss.gov.br;B;29979036019755;1;1;EM FUNCIONAMENTO;700;1700
15001070;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL RECIFE-CASA AMARELA  ;APSCAS;29/09/2000;EST DO ARRAIAL, Nº  3515              ;;TAMARINEIRA  ;52051380       ;15116;RECIFE             ;PE;81;32681371;;;aps15001070@inss.gov.br;B;29979036098442;1;1;EM FUNCIONAMENTO;700;1700
15001100;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL RECIFE-MÁRIO MELO    ;APSMML;29/09/2000;AV. MÁRIO MELO, 343                   ;TÉRREO              ;SANTO AMARO  ;50040010       ;15116;RECIFE             ;PE;81;34125661;;34125654;aps15001100@inss.gov.br;C;29979036098795;1;1;EM FUNCIONAMENTO;700;1700
15001140;27;aadj    ;AGÊNCIA DA PREVIDÊNCIA SOCIAL ATENDIMENTO DEMANDAS ;APSDJR;11/05/2005;AV MARIO MELO, Nº 343                 ;4º ANDAR            ;SANTO AMARO  ;50040010       ;15116;RECIFE             ;PE;81;34125487;;;apsdj15001140@inss.gov.;C;;1;1;EM FUNCIONAMENTO;700;1700
15001170;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SÃO LOURENÇO DA MATA ;APSSLM;17/08/2006;R FREI CANECA, Nº 301/307             ;;CENTRO       ;54735796       ;15137;SAO LOURENCO DA MAT;PE;81;35250919;;35250281;aps15001170@inss.gov.br;C;29979036020176;1;1;EM FUNCIONAMENTO;700;1700
15021050;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CARPINA              ;APSCAR;29/09/2000;AV CONGRESSO EUCARISTICO INTERNACIONAL;1083                ;SANTA CRUZ   ;55811000       ;15040;CARPINA            ;PE;81;36211548;;36211191;aps15021050@inss.gov.br;C;29979036096156;1;1;EM FUNCIONAMENTO;700;1700
15021080;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL GRAVATÁ              ;APSGRA;29/09/2000;R LAMARTINE DE FARIAS CASTRO 217      ;;PRADO        ;55642112       ;15064;GRAVATA            ;PE;81;35337559;;35333836;aps15021080@inss.gov.br;C;29979036072486;1;1;EM FUNCIONAMENTO;700;1300
15021110;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL RIBEIRÃO             ;APSRIB;29/09/2000;RUA JOÃO CARDOZO AYRES FILHO          ;S/N                 ;CENTRO       ;55520000       ;15118;RIBEIRAO           ;PE;81;36711072;;36711076;aps15021110@inss.gov.br;C;29979036020923;1;1;EM FUNCIONAMENTO;700;1300
15021150;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL TIMBAÚBA             ;APSTIM;29/09/2000;RUA ALCEDO MARROCOS                   ;SN                  ;CENTRO       ;55870000       ;15153;TIMBAUBA           ;PE;81;36310513;;36311299;aps15021150@inss.gov.br;C;29979036020257;1;1;EM FUNCIONAMENTO;730;1530
15021200;33;apstel  ;AGÊNCIA DA PREVIDÊNCIA SOCIAL TELEATENDIMENTO CARUA;APSTCA;22/12/2010;ROD BR-104 - DO KM 62                 ;;NOVA CARUARU ;55014215       ;15041;CARUARU            ;PE;81;37277694;;;apst15021200@inss.gov.b;C;;1;1;EM FUNCIONAMENTO;;
15022010;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL AFOGADOS DA INGAZEIRA;APSAFO;29/09/2000;AV.RIO BRANCO, 302                    ;;CENTRO       ;56800000       ;15001;AFOGADOS DA INGAZEI;PE;87;38381725;;;aps15022010@inss.gov.br;C;29979036093483;1;1;EM FUNCIONAMENTO;700;1700
15022050;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PALMARES             ;APSPAL;29/09/2000;AV. CORONEL PEDRO PARANHOS            ;SN                  ;CENTRO       ;55540000       ;15100;PALMARES           ;PE;81;36621191;;36621280;aps15022050@inss.gov.br;C;29979036019674;1;1;EM FUNCIONAMENTO;700;1700
15022080;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CANHOTINHO           ;APSCAN;08/10/2003;AV QUINTINO BOCAIUVA                  ;55                  ;CENTRO       ;55420000       ;15037;CANHOTINHO         ;PE;87;37812033;;;aps15022080@inss.gov.br;D;29979036097047;1;1;EM FUNCIONAMENTO;730;1730
15022130;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL BARREIROS            ;APSBOS;17/08/2006;RUA ALCEU TELES                       ;63                  ;CENTRO       ;55560000       ;15014;BARREIROS          ;PE;81;36751494;;36751306;aps15022130@inss.gov.br;C;29979036020508;1;1;EM FUNCIONAMENTO;700;1700
15022160;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SÃO JOÃO             ;APSSJO;14/02/2012;RUA JULIO MIGUEL DA SILVA,  SN        ;PARK BRASILIA       ;CENTRO       ;55435000       ;15132;SAO JOAO           ;PE;87;37841248;;37841248;aps15022160@inss.gov.br;D;29979036143847;1;1;EM FUNCIONAMENTO;700;1300
15022190;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL TABIRA               ;APSTAB;02/07/2012;RUA ALFA ALBUQUERQUE MELO CORDEIRO,S/N;ESPÍRITO SANTO      ;CENTRO       ;56780000       ;15146;TABIRA             ;PE;87;38471047;;;aps15022190@inss.gov.br;D;29979036149888;1;1;EM FUNCIONAMENTO;730;1330
15023020;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL OURICURI             ;APSOUR;29/09/2000;RUA ENG. BALTAZAR CAVALCANTI DE FARIAS;S/N                 ;CENTRO       ;56200000       ;15099;OURICURI           ;PE;87;38741025;;38741025;aps15023020@inss.gov.br;C;29979036083925;1;1;EM FUNCIONAMENTO;700;1700
15023050;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL SERRA TALHADA        ;APSSER;29/09/2000;RUA ISNÉRIO INÁCIO, 200 - CENTRO      ;;NOSSA SENHORA;56903450       ;15139;SERRA TALHADA      ;PE;87;38312270;;38312270;aps15023050@inss.gov.br;B;29979036021229;1;1;EM FUNCIONAMENTO;700;1700
15023090;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL FLORES               ;APSFLR;12/09/2011;RUA BENJAMIN CONSTANT, SN             ;;CENTRO       ;56850000       ;15056;FLORES             ;PE;87;38571164;;38571164;aps15023090@inss.gov.br;D;29979036136719;1;1;EM FUNCIONAMENTO;730;1330
15023120;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL IPUBI                ;APSIPU;23/11/2011;RUA FREI DAMIÃO, S/N                  ;;CENTRO       ;56260000       ;15073;IPUBI              ;PE;87;38811114;;38811114;aps15023120@inss.gov.br;D;29979036142280;1;1;EM FUNCIONAMENTO;730;1330
15023150;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CABROBO              ;APSCAB;23/02/2012;AV. MOZENIR ARAUJO DE SA, 56          ;;CENTRO       ;56180000       ;15030;CABROBO            ;PE;87;38752384;;;aps15023150@inss.gov.br;D;29979036144304;1;1;EM FUNCIONAMENTO;700;1300
15023180;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL BELÉM DE SÃO FRANCISC;APSBSF;20/06/2012;AV. GETULIO VARGAS, SN                ;;CENTRO       ;56440000       ;15016;BELEM DE SAO FRANCI;PE;87;38761036;;38761036;aps15023180@inss.gov.br;D;29979036147249;1;1;EM FUNCIONAMENTO;730;1330
16001010;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CAMPO MAIOR          ;APSCAM;29/09/2000;PRAÇA AARÃO SANTANA, 203              ;;CENTRO       ;64280000       ;16022;CAMPO MAIOR        ;PI;86;32522000;;32522000;aps16001010@inss.gov.br;C;29979036021733;1;1;EM FUNCIONAMENTO;700;1700
16001040;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL LUZILÂNDIA           ;APSLUZ;29/09/2000;RUA 28 DE JULHO, 399                  ;;CENTRO       ;64160000       ;16058;LUZILANDIA         ;PI;86;33931401;;33931361;aps16001040@inss.gov.br;C;29979036091510;1;1;EM FUNCIONAMENTO;700;1700
16001070;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PIRIPIRI             ;APSPIR;29/09/2000;RUA AUGUSTO SEVERO, 531               ;;CENTRO       ;64260000       ;16084;PIRIPIRI           ;PI;86;32762700;;32762204;aps16001070@inss.gov.br;C;29979036091359;1;1;EM FUNCIONAMENTO;700;1700
16001100;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL TERESINA-AEROPORTO   ;APSAER;29/09/2000;R PRIMEIRO DE MAIO 3050               ;ZONA NORTE          ;MARQUES DE PA;64002510       ;16110;TERESINA           ;PI;86;32163020;;32253900;aps16001100@inss.gov.br;C;29979036094536;1;1;EM FUNCIONAMENTO;700;1700
16001130;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL TERESINA-LESTE       ;APSTEL;29/09/2000;AV JOAO XXIII 3231                    ;ZONA LESTE          ;SAO CRISTOVAO;64051005       ;16110;TERESINA           ;PI;86;32163040;;32335549;aps16001130@inss.gov.br;C;29979036094102;1;1;EM FUNCIONAMENTO;700;1700
16001160;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL VALENÇA DO PIAUÍ     ;APSVAL;29/09/2000;RUA EURIPEDES MARTINS, 274            ;;CENTRO       ;64300000       ;16113;VALENCA DO PIAUI   ;PI;89;34651561;;34651560;aps16001160@inss.gov.br;C;29979036071080;1;1;EM FUNCIONAMENTO;700;1700
16001210;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL CORRENTE             ;APSCOR;08/10/2003;AV MANOEL LOURENÇO CAVALCANTE SN      ;;NOVA CORRENTE;64980000       ;16029;CORRENTE           ;PI;89;35731833;;35731428;aps16001210@inss.gov.br;D;29979036119032;1;1;EM FUNCIONAMENTO;700;1700
16001240;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL UNIÃO                ;APSUNI;12/09/2011;RUA JOSÉ MEDEIROS DE MELO S/N         ;;CENTRO       ;64120000       ;16111;UNIAO              ;PI;86;32153278;;;aps16001240@inss.gov.br;D;29979036140236;1;1;EM FUNCIONAMENTO;700;1700
16001270;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL MIGUEL ALVES         ;APSMLA;30/11/2012; RUA DES. SIMPLICIO MENDES, S/N       ;;CENTRO       ;64130000       ;16062;MIGUEL ALVES       ;PI;;;;;aps16001270@inss.gov.br;D;29979036153648;1;1;EM FUNCIONAMENTO;700;1700
16001300;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL PIRACURUCA           ;APSPRC;27/03/2013;AVENIDA DEPUTADO PINHEIRO MACHADO S/N ;BAIXA DA EMA        ;CENTRO       ;64240000       ;16083;PIRACURUCA         ;PI;;;;;aps16001300@inss.gov.br;D;29979036155349;1;1;EM FUNCIONAMENTO;700;1700
16001330;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL COCAL                ;APSCOC;21/05/2013;RUA REINALDO MARQUES S/N              ;;CENTRO       ;64235000       ;16027;COCAL              ;PI;;;;;aps16001330@inss.gov.br;D;29979036157120;1;1;EM FUNCIONAMENTO;700;1700
17001020;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL RIO DE JANEIRO-CENTRO;APSRCT;29/09/2000;AV. MARECHAL FLORIANO, 199            ;;CENTRO       ;20080005       ;17064;RIO DE JANEIRO     ;RJ;21;22723899;;22230510;aps17001020@inss.gov.br;A;29979036063223;1;1;EM FUNCIONAMENTO;700;1700
17001060;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL RIO DE JANEIRO-PRAÇA ;APSRPB;29/09/2000;PRAÇA DA BANDEIRA, 96                 ;;PRACA DA BAND;20270150       ;17064;RIO DE JANEIRO     ;RJ;21;25021216;;25021216;aps17001060@inss.gov.br;A;29979036062685;1;1;EM FUNCIONAMENTO;700;1700
17001100;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL RIO DE JANEIRO-TIJUCA;APSRTJ;29/09/2000;RUA URUGUAI, 297 - A                  ;;TIJUCA       ;20510060       ;17064;RIO DE JANEIRO     ;RJ;21;22723707;;;aps17001100@inss.gov.br;C;29979036064467;1;1;EM FUNCIONAMENTO;700;1700
17001130;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL RIO DE JANEIRO-CIAD  ;APSCIA;08/10/2003;AV. PRESIDENTE VARGAS, 1997           ;;CIDADE NOVA  ;20210030       ;17064;RIO DE JANEIRO     ;RJ;21;22723991;;22214790;aps17001130@inss.gov.br;D;29979036127990;1;1;EM FUNCIONAMENTO;700;1700
17001160;4;aps fixa;AGÊNCIA DA PREVIDÊNCIA SOCIAL RIO DE JANEIRO-COPACA;APSRCO;17/08/2006;AV.NOSSA SRA. COPACABANA,1049         ;;COPACABANA   ;22060001       ;17064;RIO DE JANEIRO     ;RJ;21;22723994;;;aps17001160@inss.gov.br;A;29979036120391;1;1;EM FUNCIONAMENTO;700;1700
